,ID,RA,Dec,Ebv,Gal_Long,Gal_Lat,Ecl_Long,Ecl_Lat,Entry
30515,30516,118.08917,-29.0,1.0,245.36488,-0.95045,128.65001,-48.73842,30515
20145,20146,101.28134,1.0,1.0,211.32214,-0.94822,102.18159,-21.96367,20145
5373,5374,319.5,48.0,1.0,90.45357,-0.94765,348.54111,58.72924,5373
4900,4901,322.5974,50.0,1.0,93.30469,-0.94023,354.01509,59.11301,4900
9169,9170,304.42953,34.0,1.0,72.48085,-0.93242,319.16821,51.72841,9169
16924,16925,96.61017,10.0,1.0,201.19294,-0.92978,96.69506,-13.28601,16924
19426,19427,100.27855,3.0,1.0,209.08494,-0.92578,100.94059,-20.04996,19426
7171,7172,310.84871,41.0,1.0,81.13275,-0.9209,331.9618,56.00094,7171
16760,16761,289.63173,11.0,1.0,45.79544,-0.91769,293.11556,32.87755,16760
23733,23734,106.47887,-9.0,1.0,222.58471,-0.90759,109.15814,-31.34975,23733
7266,7267,75.92727,40.0,1.0,166.01404,-0.89944,78.76734,17.10879,7266
15013,15014,292.36994,16.0,1.0,51.46038,-0.89775,297.38815,37.33683,15013
12450,12451,89.18429,23.0,1.0,186.37847,-0.88899,89.2548,-0.43716,12450
8004,8005,307.84452,38.0,1.0,77.34173,-0.88773,325.99862,54.33298,8004
30014,30015,268.875,-27.0,1.0,2.78045,-0.88126,268.98999,-3.56457,30014
5693,5694,69.12,46.0,1.0,158.22272,-0.88083,74.31937,23.6923,5693
3242,3243,47.7551,57.0,1.0,141.08849,-0.86788,62.51006,37.52574,3242
3400,3401,337.95918,57.0,1.0,104.77317,-0.86659,16.13997,58.29986,3400
22121,22122,281.78273,-4.0,1.0,28.88127,-0.86658,282.43015,18.93212,22121
26194,26195,110.28902,-16.0,1.0,230.51125,-0.86306,114.92247,-37.69978,26194
11018,11019,299.81073,28.0,1.0,65.29406,-0.86167,310.37137,47.34927,11018
26007,26008,275.96542,-15.0,1.0,16.47792,-0.84965,275.81709,8.31873,26007
21404,21405,282.78552,-2.0,1.0,31.1181,-0.84603,283.68211,20.83392,21404
10202,10203,84.50161,30.0,1.0,178.22156,-0.84557,85.21337,6.65232,10202
24257,24258,278.64407,-10.0,1.0,22.1207,-0.84542,278.73778,13.17727,24257
11148,11149,86.625,27.0,1.0,181.75473,-0.84123,86.99292,3.59609,11148
3599,3600,334.92537,56.0,1.0,102.8232,-0.83068,12.50643,58.753,3599
18179,18180,287.39496,7.0,1.0,41.22669,-0.81833,289.87521,29.24703,18179
3206,3207,341.05263,58.0,1.0,106.71197,-0.80801,19.70276,57.83916,3206
19969,19970,284.79109,2.0,1.0,35.59284,-0.80598,286.29108,24.60658,19969
4446,4447,325.79186,52.0,1.0,96.13658,-0.79615,359.53521,59.39639,4446
6374,6375,313.95349,44.0,1.0,84.90402,-0.79508,338.28258,57.49731,6374
25660,25661,276.44699,-14.0,1.0,17.58,-0.7945,276.33246,9.29749,25660
2862,2863,40.86486,59.0,1.0,136.92837,-0.79351,59.07954,40.72481,2862
26540,26541,110.93023,-17.0,1.0,231.68311,-0.79219,115.91809,-38.57428,26540
19252,19253,285.79387,4.0,1.0,37.8296,-0.78165,287.65117,26.47663,19252
20505,20506,102.0,0.0,1.0,212.53999,-0.76492,103.05009,-22.89745,20505
10702,10703,300.38217,29.0,1.0,66.40873,-0.76196,311.52591,48.15536,10702
29879,29880,117.0,-27.0,1.0,243.15356,-0.76122,126.45092,-47.07941,29879
22303,22304,104.58101,-5.0,1.0,218.16583,-0.75097,106.44718,-27.61062,22303
17279,17280,97.35211,9.0,1.0,202.41861,-0.74671,97.49883,-14.24833,17279
25498,25499,109.34097,-14.0,1.0,228.3151,-0.73528,113.37445,-35.88269,25498
8108,8109,79.02439,37.0,1.0,169.86711,-0.73402,80.99356,13.90392,8108
3803,3804,332.03883,55.0,1.0,100.90924,-0.7327,8.87349,59.15726,3803
30331,30332,268.01262,-28.0,1.0,1.53059,-0.72868,268.23403,-4.57277,30331
26884,26885,111.57895,-18.0,1.0,232.85699,-0.72142,116.93937,-39.44201,26884
6725,6726,74.1573,42.0,1.0,163.61574,-0.71761,77.59721,19.24148,6725
23377,23378,106.17978,-8.0,1.0,221.56039,-0.71142,108.66454,-30.39686,23377
3018,3019,344.43243,59.0,1.0,108.73846,-0.70212,23.34826,57.29487,3018
22836,22837,280.55866,-6.0,1.0,26.54495,-0.69499,280.98194,17.03747,22836
8689,8690,80.81633,35.0,1.0,172.33696,-0.69152,82.33017,11.80545,8689
8872,8873,304.89796,35.0,1.0,73.52472,-0.68836,320.35285,52.5159,8872
17113,17114,288.81356,10.0,1.0,44.53555,-0.67246,291.98996,32.01444,17113
25847,25848,109.97118,-15.0,1.0,229.48444,-0.66393,114.32746,-36.76739,25847
15359,15360,291.52738,15.0,1.0,50.19407,-0.6612,296.15768,36.50518,15359
10389,10390,300.96463,30.0,1.0,67.52538,-0.66055,312.71804,48.9519,10389
6901,6902,311.46067,42.0,1.0,82.20125,-0.659,333.54245,56.66612,6901
4283,4284,60.27149,52.0,1.0,149.88778,-0.65759,69.21183,30.6868,4283
4065,4066,58.33333,53.0,1.0,148.34113,-0.65446,68.14868,31.93864,4065
18708,18709,99.55307,5.0,1.0,206.97542,-0.65282,100.02333,-18.10772,18708
27226,27227,112.23529,-19.0,1.0,234.03286,-0.6512,117.98714,-40.30267,27226
14822,14823,93.64162,16.0,1.0,194.53801,-0.65074,93.53556,-7.39476,14822
5134,5135,320.33898,49.0,1.0,91.55527,-0.6386,350.55688,59.20827,5134
4506,4507,62.12389,51.0,1.0,151.41401,-0.63771,70.25527,29.4562,4506
7722,7723,308.3871,39.0,1.0,78.39873,-0.63624,327.39888,55.05796,7722
28903,28904,115.2439,-24.0,1.0,239.7628,-0.63553,123.16553,-44.57466,28903
9284,9285,82.52492,33.0,1.0,174.7871,-0.63203,83.65008,9.72577,9284
5945,5946,70.86614,45.0,1.0,159.78323,-0.63002,75.47445,22.52216,5945
3852,3853,56.30332,54.0,1.0,146.7736,-0.6253,67.06566,33.21344,3852
12121,12122,88.90244,24.0,1.0,185.38407,-0.60943,89.00297,0.56455,12121
24796,24797,108.40909,-12.0,1.0,226.12218,-0.60829,111.89664,-34.05023,24796
3050,3051,45.47368,58.0,1.0,139.52853,-0.60504,61.49011,38.88961,3050
5616,5617,317.38776,47.0,1.0,88.74509,-0.60467,345.18395,58.72796,5616
4734,4735,63.8961,50.0,1.0,152.92038,-0.59756,71.27926,28.24528,4734
14477,14478,93.13953,17.0,1.0,193.42953,-0.59454,93.02688,-6.40645,14477
15707,15708,290.88825,14.0,1.0,49.0202,-0.59016,295.1842,35.63124,15707
23903,23904,278.87324,-9.0,1.0,23.11259,-0.58581,279.03408,14.16124,23903
27566,27567,112.89941,-20.0,1.0,235.21068,-0.58197,119.06225,-41.15596,27566
7543,7544,77.41935,39.0,1.0,167.50561,-0.58161,79.86314,16.00319,7543
4012,4013,329.2891,54.0,1.0,99.03147,-0.57972,5.24425,59.50908,4012
30645,30646,267.13376,-29.0,1.0,0.27596,-0.57831,267.47573,-5.58565,30645
29231,29232,115.95092,-25.0,1.0,240.95031,-0.57336,124.39146,-45.38826,29231
18536,18537,286.59218,6.0,1.0,39.97168,-0.57063,288.82163,28.36163,18536
8579,8580,305.56701,36.0,1.0,74.6572,-0.56867,321.81747,53.23383,8579
3644,3645,54.17476,55.0,1.0,145.18479,-0.56681,65.96273,34.51307,3644
17635,17636,98.08989,8.0,1.0,203.64284,-0.56269,98.3093,-15.20646,17635
9893,9894,84.15584,31.0,1.0,177.21775,-0.5605,84.95328,7.66336,9893
10830,10831,86.30915,28.0,1.0,180.75497,-0.55997,86.73676,4.6027,10830
10079,10080,301.55844,31.0,1.0,68.64395,-0.55712,313.94922,49.73837,10079
21944,21945,104.28969,-4.0,1.0,217.14347,-0.55282,105.99764,-26.64923,21944
11794,11795,88.34356,25.0,1.0,184.26413,-0.54244,88.50389,1.56939,11794
4967,4968,65.59322,49.0,1.0,154.40748,-0.53964,72.28412,27.05257,4967
4670,4671,323.36283,51.0,1.0,94.34208,-0.53898,355.98449,59.592,4670
14134,14135,92.63158,18.0,1.0,192.31976,-0.53793,92.51969,-5.41639,14134
25148,25149,109.02857,-13.0,1.0,227.28876,-0.5377,112.80966,-34.94441,25148
25311,25312,276.68571,-13.0,1.0,18.57297,-0.53367,276.6146,10.28571,25311
21225,21226,103.28691,-2.0,1.0,214.9068,-0.53162,104.65864,-24.76579,21225
15517,15518,94.89971,14.0,1.0,196.87529,-0.53115,94.82393,-9.35746,15517
6117,6118,314.64567,45.0,1.0,85.98468,-0.51933,340.05128,58.09348,6117
23020,23021,105.88235,-7.0,1.0,220.53644,-0.51493,108.18076,-29.44234,23020
27904,27905,113.57143,-21.0,1.0,236.3904,-0.51417,120.16556,-42.00156,27904
28052,28053,272.14286,-21.0,1.0,9.47134,-0.51036,271.99652,2.42436,28052
19786,19787,101.28134,2.0,1.0,210.43235,-0.49172,102.09169,-20.96717,19786
13793,13794,92.11765,19.0,1.0,191.20875,-0.48062,92.01396,-4.42459,13793
24961,24962,277.15909,-12.0,1.0,19.67321,-0.47767,277.13414,11.26196,24961
15169,15170,94.40922,15.0,1.0,195.76959,-0.47617,94.31049,-8.37351,15169
3441,3442,51.9403,56.0,1.0,143.57445,-0.47534,64.84003,35.83955,3441
19067,19068,100.27855,4.0,1.0,208.19572,-0.46817,100.86062,-19.05281,19067
27716,27717,272.66272,-20.0,1.0,10.58214,-0.45285,272.50074,3.41608,27716
9772,9773,302.16393,32.0,1.0,69.76441,-0.45135,315.22094,50.51423,9772
17467,17468,288.0,9.0,1.0,43.27736,-0.42562,290.88533,31.1436,17467
30199,30200,118.10726,-28.0,1.0,244.5142,-0.42442,128.25009,-47.77442,30199
13454,13455,91.59763,20.0,1.0,190.09656,-0.42233,91.50969,-3.43099,13454
6994,6995,75.71956,41.0,1.0,165.12492,-0.41516,78.70976,18.11973,6994
28716,28717,270.81571,-23.0,1.0,7.12507,-0.41401,270.74517,0.43715,28716
24443,24444,108.10198,-11.0,1.0,225.09656,-0.41141,111.35988,-33.10653,24443
21762,21763,281.78273,-3.0,1.0,29.77122,-0.41041,282.52145,19.92841,21762
16218,16219,96.13636,12.0,1.0,199.20698,-0.40743,96.12695,-11.30908,16218
27378,27379,273.17647,-19.0,1.0,11.69182,-0.39626,273.00639,4.40602,27378
8397,8398,80.41237,36.0,1.0,171.3267,-0.39553,82.06228,12.82512,8397
6635,6636,312.09125,43.0,1.0,83.27182,-0.39424,335.181,57.31381,6635
21045,21046,282.78552,-1.0,1.0,32.0082,-0.39015,283.78353,21.82945,21045
7444,7445,308.94545,40.0,1.0,79.4578,-0.38313,328.85253,55.76852,7444
17992,17993,98.82353,7.0,1.0,204.8656,-0.37828,99.12655,-16.1604,17992
4226,4227,326.66667,53.0,1.0,97.18968,-0.37822,1.62332,59.8055,4226
20327,20328,283.7883,1.0,1.0,34.24546,-0.37052,285.08082,23.72021,20327
13117,13118,91.07143,21.0,1.0,188.98327,-0.36275,91.00688,-2.4356,13117
2863,2864,42.81081,59.0,1.0,137.83266,-0.36136,60.29379,40.33399,2863
13307,13308,294.64286,21.0,1.0,56.87844,-0.35895,301.46235,41.78594,13307
6201,6202,72.55814,44.0,1.0,161.32686,-0.3587,76.6186,21.3688,6201
28385,28386,271.35135,-22.0,1.0,8.23924,-0.35437,271.2476,1.43338,28385
15867,15868,95.65714,13.0,1.0,198.10431,-0.35221,95.60865,-10.32941,15867
19610,19611,284.79109,3.0,1.0,36.48242,-0.3491,286.41487,25.60029,19610
16056,16057,290.05714,13.0,1.0,47.75741,-0.34819,294.00119,34.78337,16056
3243,3244,49.59184,57.0,1.0,141.94249,-0.34691,63.69793,37.1951,3243
3399,3400,336.12245,57.0,1.0,103.91921,-0.34555,14.77409,59.00407,3399
8985,8986,82.14765,34.0,1.0,173.77973,-0.34178,83.38566,10.74131,8985
27038,27039,273.68421,-18.0,1.0,12.80031,-0.3403,273.51349,5.39423,27038
5205,5206,67.5,48.0,1.0,156.00512,-0.33043,73.4755,25.84486,5205
12640,12641,295.83082,23.0,1.0,59.16148,-0.32785,303.54598,43.47829,12640
23548,23549,279.10112,-8.0,1.0,24.10425,-0.32607,279.33292,15.1447,23548
3205,3206,339.15789,58.0,1.0,105.83197,-0.32454,18.36032,58.55168,3205
8289,8290,306.06272,37.0,1.0,75.7051,-0.32221,323.09681,53.99738,8289
29370,29371,269.44785,-25.0,1.0,4.76859,-0.32196,269.4937,-1.56165,29370
22662,22663,105.58659,-6.0,1.0,219.5129,-0.31801,107.70647,-28.48623,22662
13644,13645,293.9645,20.0,1.0,55.69544,-0.29366,300.34545,40.94854,13644
11983,11984,297.05521,25.0,1.0,61.45272,-0.29223,305.75251,45.13929,11983
26696,26697,274.18605,-17.0,1.0,13.90756,-0.28469,274.02203,6.38071,26696
10515,10516,85.98726,29.0,1.0,179.75461,-0.27825,86.47979,5.60995,10515
16407,16408,289.43182,12.0,1.0,46.58793,-0.27706,293.07462,33.896,16407
9587,9588,83.80328,32.0,1.0,176.21348,-0.27437,84.69245,8.67517,9587
3598,3599,333.13433,56.0,1.0,101.9921,-0.27179,11.1064,59.45039,3598
12972,12973,295.13514,22.0,1.0,57.97437,-0.26539,302.37004,42.65659,12972
3017,3018,342.48649,59.0,1.0,107.83694,-0.26425,22.03398,58.00906,3017
11470,11471,88.04954,26.0,1.0,183.26812,-0.26237,88.2509,2.57265,11470
29044,29045,270.0,-24.0,1.0,5.88593,-0.25861,269.9943,-0.56071,29044
7824,7825,78.86926,38.0,1.0,168.98189,-0.25277,80.94821,14.91054,7824
4899,4900,321.03896,50.0,1.0,92.58158,-0.24695,352.46144,59.72859,4899
5864,5865,315.36,46.0,1.0,87.0674,-0.23929,341.88065,58.66887,5864
5447,5448,69.06122,47.0,1.0,157.45558,-0.23802,74.44622,24.68645,5447
22478,22479,280.55866,-5.0,1.0,27.43429,-0.23767,281.06207,18.03454,22478
29557,29558,117.02786,-26.0,1.0,242.30312,-0.2345,126.10313,-46.1081,29557
12310,12311,296.34146,24.0,1.0,60.26173,-0.2342,304.51344,44.33477,12310
6461,6462,73.91635,43.0,1.0,162.72473,-0.23006,77.53328,20.25539,6461
26352,26353,274.68208,-16.0,1.0,15.01352,-0.22916,274.53203,7.36549,26352
13983,13984,293.29412,19.0,1.0,54.51441,-0.22652,299.25666,40.10325,13983
16571,16572,96.88385,11.0,1.0,200.43322,-0.226,96.92152,-12.27425,16571
5372,5373,318.0,48.0,1.0,89.7581,-0.22395,346.95372,59.31228,5372
24609,24610,277.39377,-11.0,1.0,20.66574,-0.21726,277.42127,12.2488,24609
24089,24090,107.79661,-10.0,1.0,224.07112,-0.21484,110.8342,-32.16094,24089
9468,9469,302.59136,33.0,1.0,70.79951,-0.20939,316.29523,51.33369,9468
11658,11659,297.58514,26.0,1.0,62.55715,-0.19718,306.78438,45.98008,11658
18350,18351,99.55307,6.0,1.0,206.08686,-0.19401,99.95062,-17.11012,18350
17822,17823,287.19101,8.0,1.0,42.02086,-0.17783,289.80129,30.26526,17822
28240,28241,114.59459,-22.0,1.0,237.72773,-0.1709,121.72049,-42.76778,28240
29693,29694,268.60681,-26.0,1.0,3.52243,-0.16914,268.74089,-2.56673,29693
14324,14325,292.63158,18.0,1.0,53.3354,-0.15798,298.19514,39.2504,14324
18893,18894,285.58659,5.0,1.0,38.62391,-0.13992,287.55639,27.49427,18893
3802,3803,330.29126,55.0,1.0,100.10138,-0.13932,7.4372,59.84539,3802
5694,5695,70.56,46.0,1.0,158.88859,-0.13434,75.39886,23.54259,5694
4445,4446,324.1629,52.0,1.0,95.38329,-0.13407,358.01665,60.04419,4445
7170,7171,309.5203,41.0,1.0,80.51897,-0.12817,330.36164,56.46378,7170
20686,20687,283.0,0.0,1.0,32.996,-0.12506,284.11797,22.80428,20686
3051,3052,47.36842,58.0,1.0,140.40264,-0.11104,62.69483,38.53672,3051
28573,28574,115.28701,-23.0,1.0,238.9131,-0.10675,122.88982,-43.5937,28573
11336,11337,298.125,27.0,1.0,63.66363,-0.10169,307.84972,46.81297,11336
9168,9169,303.22148,34.0,1.0,71.92385,-0.10007,317.65281,52.08777,9168
7267,7268,77.23636,40.0,1.0,166.61836,-0.09915,79.81144,17.01193,7267
21585,21586,104.28969,-3.0,1.0,216.25373,-0.09633,105.87572,-25.65524,21585
30516,30517,119.23567,-29.0,1.0,245.88266,-0.09172,130.1016,-48.44906,30516
14667,14668,291.97674,17.0,1.0,52.15845,-0.08851,297.16008,38.39028,14667
12783,12784,90.81081,22.0,1.0,187.99324,-0.08228,90.75771,-1.43719,12783
20866,20867,103.28691,-1.0,1.0,214.0168,-0.07561,104.54859,-23.77085,20866
8003,8004,306.57244,38.0,1.0,76.75504,-0.07492,324.42601,54.74851,8003
23192,23193,279.32773,-7.0,1.0,25.09568,-0.06614,279.63437,16.12766,23192
20146,20147,102.28412,1.0,1.0,211.7796,-0.05601,103.2582,-21.87584,20146
16925,16926,97.62712,10.0,1.0,201.65819,-0.0429,97.72268,-13.23527,16925
19427,19428,101.28134,3.0,1.0,209.54267,-0.0351,102.00299,-19.97064,19427
16759,16760,288.6119,11.0,1.0,45.32876,-0.03202,291.93693,33.03294,16759
6373,6374,312.55814,44.0,1.0,84.26078,-0.02456,336.66511,58.00997,6373
12451,12452,90.2719,23.0,1.0,186.87782,-0.02125,90.25599,-0.43905,12451
15012,15013,291.32948,16.0,1.0,50.98361,-0.01853,296.15068,37.52321,15012
23734,23735,107.49296,-9.0,1.0,223.04587,-0.01847,110.31921,-31.21351,23734
30013,30014,267.75,-27.0,1.0,2.27143,-0.01773,267.98576,-3.57633,30013
4066,4067,60.0,53.0,1.0,149.10888,-0.00901,69.29464,31.69793,4066
11017,11018,298.67508,28.0,1.0,64.77215,-0.00549,308.94993,47.63755,11017
3853,3854,58.00948,54.0,1.0,147.5592,-0.00199,68.22224,32.95517,3853
10203,10204,85.65916,30.0,1.0,178.75368,0.00402,86.22203,6.61788,10203
4284,4285,61.90045,52.0,1.0,150.6379,0.00806,70.34726,30.46272,4284
11149,11150,87.75,27.0,1.0,182.27143,0.01773,87.99709,3.57648,11149
26195,26196,111.32948,-16.0,1.0,230.98361,0.01853,116.16473,-37.5213,26195
22120,22121,280.77994,-4.0,1.0,28.4245,0.02339,281.37591,19.0144,22120
3645,3646,55.92233,55.0,1.0,145.9884,0.03229,67.13,34.23626,3645
26006,26007,274.92795,-15.0,1.0,16.00673,0.03478,274.80502,8.35695,26006
24256,24257,277.62712,-10.0,1.0,21.65819,0.0429,277.7108,13.23515,24256
4011,4012,327.58294,54.0,1.0,98.24699,0.04499,3.77036,60.18565,4011
21403,21404,281.78273,-2.0,1.0,30.66106,0.04587,282.6139,20.92465,21403
4507,4508,63.71681,51.0,1.0,152.1468,0.04634,71.3803,29.24789,4507
6726,6727,75.50562,42.0,1.0,164.23569,0.06957,78.6517,19.13102,6726
18178,18179,286.38655,7.0,1.0,40.76604,0.07026,288.73745,29.37964,18178
5133,5134,318.81356,49.0,1.0,90.85399,0.07536,348.97398,59.80537,5133
8109,8110,80.27875,37.0,1.0,170.44339,0.08541,82.02263,13.83016,8109
19968,19969,283.7883,2.0,1.0,35.13534,0.08568,285.19476,24.71481,19968
26541,26542,111.97674,-17.0,1.0,232.15845,0.08851,117.17422,-38.38821,26541
25659,25660,275.41547,-14.0,1.0,17.11115,0.08977,275.31909,9.33916,25659
10701,10702,299.23567,29.0,1.0,65.88266,0.09172,310.08644,48.45335,10701
2864,2865,44.75676,59.0,1.0,138.7239,0.09701,61.50889,39.95741,2864
3442,3443,53.73134,56.0,1.0,144.3961,0.09731,66.018,35.54317,3442
29880,29881,118.125,-27.0,1.0,243.66363,0.10169,127.86473,-46.80908,29880
4735,4736,65.45455,50.0,1.0,153.6362,0.1032,72.39404,28.05192,4735
19251,19252,284.79109,4.0,1.0,37.37191,0.10786,286.54074,26.59389,19251
20506,20507,103.0,0.0,1.0,212.996,0.12506,104.13051,-22.80398,20506
6900,6901,310.11236,42.0,1.0,81.58223,0.12891,331.92825,57.14282,6900
30330,30331,266.87697,-28.0,1.0,1.0155,0.13163,267.22829,-4.5906,30330
5946,5947,72.28346,45.0,1.0,160.4339,0.13223,76.54881,22.38579,5946
5615,5616,315.91837,47.0,1.0,88.07064,0.13652,343.57353,59.29083,5615
8690,8691,82.04082,35.0,1.0,172.89872,0.13946,83.35292,11.74469,8690
22304,22305,105.58659,-5.0,1.0,218.62391,0.13992,107.56934,-27.4936,22304
17280,17281,98.3662,9.0,1.0,202.88188,0.14131,98.53046,-14.1921,17280
8871,8872,303.67347,35.0,1.0,72.963,0.14264,318.81473,52.88669,8871
4669,4670,321.76991,51.0,1.0,93.61146,0.14738,354.43137,60.22339,4669
25499,25500,110.37249,-14.0,1.0,228.7842,0.14886,114.5912,-35.71589,25499
26885,26886,112.63158,-18.0,1.0,233.3354,0.15798,118.20938,-39.24816,26885
7721,7722,307.09677,39.0,1.0,77.80705,0.17337,325.8073,55.48643,7721
4968,4969,67.11864,49.0,1.0,155.10674,0.17628,73.38884,26.8734,4968
23378,23379,107.19101,-8.0,1.0,222.02086,0.17783,109.81452,-30.26431,23378
3204,3205,337.26316,58.0,1.0,104.96595,0.18349,17.00118,59.2698,3204
10388,10389,299.80707,30.0,1.0,66.99515,0.19022,311.26074,49.25989,10388
22835,22836,279.55307,-6.0,1.0,26.08686,0.19401,279.93851,17.1101,22835
3244,3245,51.42857,57.0,1.0,142.78209,0.19691,64.88654,36.87804,3244
3398,3399,334.28571,57.0,1.0,103.07965,0.19832,13.38863,59.71275,3398
3016,3017,340.54054,59.0,1.0,106.94861,0.19974,20.70617,58.72994,3016
9285,9286,83.72093,33.0,1.0,175.33489,0.20824,84.66653,9.67728,9285
17112,17113,287.79661,10.0,1.0,44.07112,0.21484,290.82076,32.16206,17112
25848,25849,111.00865,-15.0,1.0,229.95649,0.22005,115.558,-36.59334,25848
15358,15359,290.48991,15.0,1.0,49.71996,0.22167,294.92932,36.68311,15358
27227,27228,113.29412,-19.0,1.0,234.51441,0.22652,119.27098,-40.10084,27227
7544,7545,78.70968,39.0,1.0,168.0965,0.22857,80.90232,15.91737,7544
14823,14824,94.68208,16.0,1.0,195.01352,0.22916,94.54365,-7.36563,14823
28904,28905,116.34146,-24.0,1.0,240.26173,0.2342,124.52821,-44.33146,28904
18709,18710,100.55866,5.0,1.0,207.43429,0.23767,101.07425,-18.0345,18709
6116,6117,313.22835,45.0,1.0,85.33598,0.24458,338.4264,58.62061,6116
8578,8579,304.3299,36.0,1.0,74.09109,0.25668,320.26531,53.61644,8578
12122,12123,90.0,24.0,1.0,185.88593,0.25861,90.00569,0.56073,12122
4225,4226,325.0,53.0,1.0,96.42846,0.2749,0.11134,60.46838,4225
24797,24798,109.43182,-12.0,1.0,226.58793,0.27706,113.08822,-33.89458,24797
30644,30645,265.98726,-29.0,1.0,359.75461,0.27825,266.4685,-5.60968,30644
14478,14479,94.18605,17.0,1.0,193.90756,0.28469,94.03361,-6.38084,14478
9894,9895,85.32468,31.0,1.0,177.75217,0.28694,85.96349,7.62649,9894
10078,10079,300.38961,31.0,1.0,68.10956,0.29034,312.47437,50.05666,10078
29232,29233,117.05521,-25.0,1.0,241.45272,0.29223,125.76734,-45.13578,29232
15706,15707,289.85673,14.0,1.0,48.54918,0.29296,293.96948,35.80187,15706
27567,27568,113.9645,-20.0,1.0,235.69544,0.29366,120.35985,-40.94596,27567
10831,10832,87.44479,28.0,1.0,181.27404,0.29793,87.74249,4.58089,10831
23902,23903,277.85915,-9.0,1.0,22.65056,0.30286,278.0028,14.221,23902
3597,3598,331.34328,56.0,1.0,101.17584,0.3085,9.68367,60.15114,3597
18535,18536,285.58659,6.0,1.0,39.5129,0.31801,287.69341,28.48694,18535
11795,11796,89.44785,25.0,1.0,184.76859,0.32196,89.50509,1.56171,11795
17636,17637,99.10112,8.0,1.0,204.10425,0.32607,99.34491,-15.14475,17636
21945,21946,105.29248,-4.0,1.0,217.60061,0.33697,107.10907,-26.53558,21945
14135,14136,93.68421,18.0,1.0,192.80031,0.3403,93.52504,-5.39435,14135
25149,25150,110.05714,-13.0,1.0,227.75741,0.34819,114.01489,-34.78182,25149
15518,15519,95.93123,14.0,1.0,197.34605,0.35211,95.83753,-9.31937,15518
25310,25311,275.65714,-13.0,1.0,18.10431,0.35221,275.59692,10.32925,25310
27905,27906,114.64286,-21.0,1.0,236.87844,0.35895,121.47683,-41.78317,27905
21226,21227,104.28969,-2.0,1.0,215.36401,0.36019,105.75583,-24.66116,21226
28051,28052,271.07143,-21.0,1.0,8.98327,0.36275,270.99544,2.43552,28051
23021,23022,106.89076,-7.0,1.0,220.99612,0.37416,109.31977,-29.31339,23021
6995,6996,77.04797,41.0,1.0,165.73092,0.38353,79.75924,18.02094,6995
6634,6635,310.72243,43.0,1.0,82.64759,0.38838,333.55436,57.80467,6634
9771,9772,300.98361,32.0,1.0,69.22586,0.3924,313.72891,50.84313,9771
13794,13795,93.17647,19.0,1.0,191.69182,0.39626,93.01792,-4.40613,13794
19787,19788,102.28412,2.0,1.0,210.88964,0.40005,103.16055,-20.87999,19787
5206,5207,69.0,48.0,1.0,156.68841,0.40476,74.57497,25.68054,5206
15170,15171,95.44669,15.0,1.0,196.24283,0.40716,95.32276,-8.33888,15170
3052,3053,49.26316,58.0,1.0,141.26252,0.4073,63.90036,38.19791,3052
24960,24961,276.13636,-12.0,1.0,19.20698,0.40743,276.11517,11.30892,24960
6202,6203,73.95349,44.0,1.0,161.96264,0.41798,77.68781,21.2453,6202
19068,19069,101.28134,4.0,1.0,208.65301,0.42153,101.91541,-18.97405,19068
27715,27716,271.59763,-20.0,1.0,10.09656,0.42233,271.49822,3.43089,27715
7443,7444,307.63636,40.0,1.0,78.86115,0.42287,327.24291,56.21031,7443
8398,8399,81.64948,36.0,1.0,171.89059,0.43134,83.08655,12.76145,8398
30200,30201,119.2429,-28.0,1.0,245.03209,0.43419,129.67705,-47.49032,30200
13455,13456,92.66272,20.0,1.0,190.58214,0.45285,92.51224,-3.41616,13455
28715,28716,269.7281,-23.0,1.0,6.62897,0.45558,269.74401,0.43904,28715
4898,4899,319.48052,50.0,1.0,91.87315,0.46129,350.87551,60.34194,4898
17466,17467,286.98592,9.0,1.0,42.81499,0.46287,289.72567,31.28357,17466
3801,3802,328.54369,55.0,1.0,99.30864,0.47408,5.97518,60.53578,3801
24444,24445,109.12181,-11.0,1.0,225.56171,0.47506,112.54017,-32.95488,24444
16219,16220,97.15909,12.0,1.0,199.67321,0.47767,97.14593,-11.26208,16219
21761,21762,280.77994,-3.0,1.0,29.31392,0.4805,281.45962,20.01128,21761
27377,27378,272.11765,-19.0,1.0,11.20875,0.48062,272.00246,4.42446,27377
8986,8987,83.3557,34.0,1.0,174.32969,0.49523,84.40364,10.69013,8986
8288,8289,304.80836,37.0,1.0,75.13429,0.50103,321.52293,54.39217,8288
21044,21045,281.78273,-1.0,1.0,31.55092,0.50214,282.70759,21.92085,21044
5448,5449,70.53061,47.0,1.0,158.12309,0.50942,75.53584,24.53498,5448
13118,13119,92.14286,21.0,1.0,189.47134,0.51036,92.008,-2.42442,13118
17993,17994,99.83193,7.0,1.0,205.32528,0.51081,100.16608,-16.09319,17993
5371,5372,316.5,48.0,1.0,89.0769,0.51318,345.33366,59.89155,5371
13306,13307,293.57143,21.0,1.0,56.3904,0.51417,300.1509,42.00418,13306
5863,5864,313.92,46.0,1.0,86.41327,0.51749,340.25065,59.21064,5863
28384,28385,270.27027,-22.0,1.0,7.74569,0.51806,270.24496,1.43902,28384
20326,20327,282.78552,1.0,1.0,33.78821,0.52178,283.99071,23.82032,20326
